Class,area,b1,b1_1,b1_2,b2,b2_2,b2_3,b2_diss,b2_savg,b3,b3_2,b3_3,b3_corr,b3_diss,b3_savg,perimeter
0,3,14400,576,14533,13500,633,13477,770,27795,12400,569,12435,-27,764,25577,5900
0,6,11000,953,11232,9900,954,10021,479,19429,9000,939,9048,15,504,17525,8500
0,14,13800,989,13762,12200,983,12134,222,24039,11400,1005,11464,10,237,22504,16300
0,5,17000,1064,16555,16100,1040,15595,320,32412,15800,1019,15152,23,406,31668,9100
0,5,14000,1024,14384,13100,1011,13605,510,26672,12100,1073,12424,19,502,24672,6300
0,2,18200,1512,15044,16800,1505,13651,1343,31152,16400,1472,13214,-24,1364,30268,3800
0,5,16200,1064,16555,15200,1040,15595,700,31366,14800,1019,15152,-21,672,30606,9100
0,2,13500,660,13591,12500,695,12643,1010,24927,11100,758,11488,18,950,22141,4300
0,4,13600,925,13233,12600,1038,11900,635,25918,12300,1061,11475,-17,641,25250,6600
0,11,11700,1139,11826,10400,1181,10546,235,20547,10100,1198,10230,23,241,19858,14000
0,3,12300,1769,13287,11100,1753,11929,783,23183,10700,1793,11560,9,758,22408,5400
0,9,9700,852,9557,8400,844,8303,295,16587,8000,851,7759,-29,268,15881,12600
0,4,18100,1763,17357,17000,1731,16571,902,32767,16300,1985,16392,-1,870,32000,7400
0,1,15400,875,16519,14500,851,15573,977,29968,14300,828,15226,23,985,29464,3100
0,10,10500,1141,10965,9500,1145,9863,360,18831,8400,1138,8956,24,377,16764,16500
0,3,13800,434,14723,12800,400,13551,452,26127,12000,402,12894,-18,468,24502,5400
0,5,14600,765,16216,13800,774,15242,831,28956,13000,779,14473,-24,843,27385,10200
0,9,9800,852,9557,8500,844,8303,812,16808,8100,851,7759,14,758,15950,12600
0,10,12100,786,12556,11400,779,11409,1270,20837,9400,779,9955,-6,1227,16768,18100
0,2,17900,2178,18156,16900,2267,17210,1133,32767,16300,2282,16715,26,1091,32767,5100
0,4,15000,1916,14081,13400,1890,12598,412,26104,12600,1821,11852,-38,429,24529,8600
0,8,16500,680,16214,15300,649,14961,529,29995,14700,673,14268,10,554,28820,14600
0,4,12800,925,13233,11400,1038,11900,185,22789,11000,1061,11475,-21,170,21925,6600
0,3,17900,1769,13287,16500,1753,11929,3139,30635,16300,1793,11560,24,3206,30131,5400
0,12,14200,1364,13515,13800,1286,12604,650,26987,11400,1218,11045,3,650,22374,16600
0,2,17500,367,17429,15800,393,15870,402,31568,15100,386,15107,14,404,30154,4200
0,6,4400,1161,5356,8100,1154,9150,1564,17422,5300,1147,6269,-5,1616,11945,7800
0,2,11600,2600,13035,10200,2573,11711,1250,21762,10100,2576,11505,34,1258,21433,4200
0,6,16200,715,16487,15100,778,15073,618,31256,14300,784,14256,-5,739,30002,10400
0,8,16100,680,16214,15000,649,14961,604,29608,14400,673,14268,18,597,28393,14600
0,2,17900,367,17429,16400,393,15870,895,30954,15500,386,15107,-25,875,29233,4200
0,4,12900,925,13233,11700,1038,11900,429,23700,11300,1061,11475,18,402,22964,6600
0,2,13900,1512,15044,12400,1505,13651,1077,24714,11900,1472,13214,6,1089,23656,3800
0,7,9000,1183,11106,8800,1177,10900,1081,18806,6700,1123,8620,5,1141,14700,11700
0,4,17100,699,17271,15600,757,16015,406,31114,15100,830,15405,11,466,30050,6300
0,0,12700,647,13543,11900,653,12737,1412,23387,10600,655,11468,23,1375,20841,1600
0,2,8900,429,8700,7600,440,7487,362,14925,6500,451,6095,-4,333,12512,4900
0,0,12400,1578,15108,11300,1480,14025,2181,25368,9500,1527,12175,8,2164,21714,2200
0,4,14300,1036,13883,13000,986,12637,545,26233,12100,1013,11642,24,589,24264,5800
0,13,11800,1162,12636,10600,1085,11701,375,21920,10200,1176,11026,10,337,20987,19600
0,6,15600,2691,16683,14100,2992,15291,845,28462,13400,3148,14760,20,881,26918,7900
0,1,14900,826,15522,13500,826,14271,535,26606,12700,806,13267,5,547,24847,4400
0,7,13300,905,12930,12300,902,11917,368,25372,10500,886,10187,-10,383,21837,9400
0,1,12600,659,12293,12600,667,12353,1181,26097,11000,635,10710,30,1197,22843,4000
0,2,12300,554,11381,11700,469,10867,691,22029,10900,420,10039,-16,802,20306,4200
0,5,16100,1024,14384,15300,1011,13605,1074,30354,14400,1073,12424,21,1089,28518,6300
0,2,12800,1150,12271,12600,1173,12532,1527,24631,11100,1150,10808,25,1483,21512,3800
0,1,10100,1154,12428,9800,1033,11984,2762,23879,8700,1113,10932,-3,2881,21902,2100
0,2,8700,429,8700,7400,440,7487,272,14852,5800,451,6095,-20,289,11706,4900
0,3,7000,644,8156,6300,689,6969,1912,16012,5100,699,6189,-7,1910,13602,5700
0,9,14700,884,14784,13400,882,13607,975,25929,12100,868,12204,7,972,23343,11200
0,4,14900,964,14089,14400,928,13294,906,27497,13200,964,11932,6,981,24989,6100
0,12,15200,1364,13515,13700,1286,12604,566,27250,12000,1218,11045,2,547,23914,16600
0,9,12700,1247,12743,11400,1287,11544,237,23008,10800,1210,10974,-21,216,21787,10600
0,4,8600,535,8961,7400,577,7721,722,15264,6900,578,7250,9,727,14239,7700
0,10,11300,1034,11708,10200,1055,10828,595,19841,8900,1134,9385,16,591,17345,15000
0,4,6300,1014,5859,10500,1137,9593,737,21270,6200,1069,6075,-33,683,13020,7300
0,4,14500,383,15292,13200,372,13912,368,26697,12100,395,13030,31,368,24497,5900
0,6,7900,1204,11180,7100,1182,10294,2641,18720,5800,1208,9152,-10,2637,16145,9500
0,0,15700,591,15062,14300,579,13712,2152,24764,13100,580,12450,-2,2177,22206,800
0,3,16200,450,16072,14600,438,14498,577,29031,13900,439,13785,23,618,27552,4800
0,4,11900,1004,12063,11300,903,11445,1408,23791,10200,978,10607,16,1341,21695,7300
0,10,12200,786,12556,11300,779,11409,729,22291,9700,779,9955,17,704,18958,18100
0,1,17200,888,18173,16400,870,17186,1037,32767,15900,884,16753,17,1097,32597,4200
0,4,11000,688,11647,10800,645,10929,352,21427,9900,627,10237,28,466,19512,6900
0,1,13200,480,13810,12100,460,12655,472,23681,11600,458,12057,-9,512,22587,3700
0,1,15800,826,15522,14600,826,14271,675,28541,13400,806,13267,9,662,26195,4400
0,3,11300,1084,11979,10500,1001,11259,402,21589,8700,937,9529,-11,418,17989,5500
0,4,13200,1036,13883,11800,986,12637,893,24318,10800,1013,11642,15,885,22447,5800
0,4,13600,1557,12041,12100,1514,10696,1139,23068,11500,1461,10349,15,1152,21947,6300
0,6,16400,663,15514,15200,615,14602,320,30412,14100,676,13486,13,329,28395,12400
0,9,9400,1770,12992,9100,1815,12576,1216,19700,7000,1823,10280,-6,1200,15445,12200
0,9,11100,981,10476,10700,910,10293,572,20752,8600,824,8115,-24,479,16804,11200
0,12,15500,1102,16110,14900,1086,15437,1352,30256,12200,1254,12956,18,1260,24960,16000
0,9,15900,884,14784,14700,882,13607,1064,27656,13300,868,12204,0,1060,24831,11200
0,8,16200,680,16214,14900,649,14961,752,29360,13900,673,14268,0,768,27439,14600
0,4,11000,1158,11479,10300,1081,11046,637,21016,8300,1101,8942,13,604,17120,7500
0,4,12900,1052,14861,11700,1098,13778,614,24464,10200,1057,12306,-10,589,21514,6500
0,4,12700,751,14201,11200,771,12672,858,23870,10600,769,12094,7,841,22645,6500
0,6,12200,970,12282,11300,946,11150,1756,21860,10700,978,10759,24,1747,20739,7200
0,4,17300,957,16533,16400,992,15441,979,32767,15700,983,14955,27,939,31639,8200
0,4,15700,914,14192,15900,1033,13855,670,30412,13600,942,11926,-4,704,25708,6400
0,10,12500,786,12556,11200,779,11409,1406,23339,10000,779,9955,13,1416,20900,18100
0,7,14100,623,13912,12900,606,12531,525,26179,12300,617,12110,-4,508,25004,10500
0,2,12500,452,12176,11300,495,10980,672,22339,10900,475,10420,10,618,21460,4400
0,7,17300,1090,18156,16400,1077,17095,1120,32767,15900,1114,16441,-6,1095,32767,8600
0,7,13900,1375,12528,12400,1396,11107,1904,23616,11700,1416,10479,33,1789,22389,9900
0,6,11800,953,11232,10700,954,10021,912,21025,9700,939,9048,-6,964,18877,8500
0,4,9400,625,9631,8000,644,8222,545,16279,7600,597,7756,14,545,15479,7200
0,3,14100,576,14533,13200,633,13477,387,26895,12000,569,12435,-11,431,24589,5900
0,13,12700,1162,12636,11600,1085,11701,1154,24708,11200,1176,11026,13,1141,23933,19600
0,10,13700,786,12556,12600,779,11409,795,24466,11000,779,9955,14,727,21256,18100
0,7,10900,1183,11106,10300,1177,10900,737,19787,8300,1123,8620,-20,758,15866,11700
0,4,14000,931,13484,13700,916,13193,593,27697,12200,892,11845,-18,581,24781,6700
0,3,14300,679,14687,13200,663,13519,264,26085,12200,726,12700,-33,233,24099,5300
0,1,17300,1696,19476,16300,1797,18232,2364,32767,15800,1910,17668,8,2364,32767,2300
0,8,18900,910,18771,17800,903,17775,595,32767,17200,887,17221,-8,610,32767,11500
0,3,12400,1242,12246,10900,1184,10858,429,22254,10000,1193,9942,-11,483,20558,4600
0,5,16200,731,16815,14800,719,15493,402,29560,13900,749,14607,0,372,27789,6600
0,2,15300,691,14952,14400,672,14082,679,28183,13200,707,12874,13,637,25783,6100
0,2,21500,1447,20279,21000,1500,19544,2202,32767,21200,1624,19505,29,2279,32767,4100
0,2,11000,721,11448,9700,701,10321,1450,21370,9400,709,9940,2,1452,20781,4600
0,5,17900,1064,16555,16800,1040,15595,956,32767,16400,1019,15152,30,968,32552,9100
0,6,16600,715,16487,15100,778,15073,568,30097,14300,784,14256,5,564,28364,10400
0,4,17500,459,16959,16000,466,15424,510,32197,15400,475,14687,35,547,30943,6800
0,4,14000,751,14201,12500,771,12672,350,24958,11900,769,12094,-4,368,23718,6500
0,5,16500,708,16434,15200,724,15338,212,30537,14600,807,14698,-15,256,29114,8000
0,5,14800,1064,16555,14100,1040,15595,1449,29895,13800,1019,15152,0,1468,29306,9100
0,10,13500,786,12556,12200,779,11409,810,22952,11100,779,9955,-32,747,20752,18100
0,8,17200,1240,17057,16000,1217,15794,497,31647,15300,1178,15029,3,556,30164,11200
0,9,9800,852,9557,8300,844,8303,568,16302,7700,851,7759,41,560,15156,12600
0,9,14600,1048,15192,13800,1097,14445,708,27945,12100,1072,12764,9,649,24550,11600
0,7,13300,905,12930,12200,902,11917,783,22933,10500,886,10187,-10,785,19414,9400
0,10,13900,922,13771,12600,1094,12844,170,25162,11700,979,11739,9,162,23391,14800
0,1,9900,1080,11158,8400,1097,9646,1352,19010,7800,1129,9058,-41,1410,17993,3000
0,5,13600,4152,13807,11800,4552,12352,937,22979,10800,4786,11556,13,952,20964,6000
0,4,14900,1188,14788,14100,1199,13876,420,27950,12300,1193,12260,22,395,24487,7200
0,4,7800,870,9568,7100,847,8605,825,15108,5600,870,7478,0,829,12004,6600
0,5,15500,1819,16785,14400,1865,15616,718,29185,14000,1936,15326,-20,722,28489,6300
0,5,16500,765,16216,15500,774,15242,977,31193,14800,779,14473,17,983,29937,10200
0,0,10200,394,10636,9100,358,9440,339,18377,7900,349,8240,-16,295,15912,2000
0,1,17000,1018,15736,15500,990,14240,1302,28710,15000,966,13750,9,1295,27725,4300
0,3,14700,528,15740,13600,497,14446,631,27739,12600,527,13543,0,612,25750,6200
0,3,18200,1334,18500,17300,1373,17542,2137,32767,16800,1432,17068,18,2239,32767,7900
0,2,14900,691,14952,14100,672,14082,1018,26960,12800,707,12874,29,981,24414,6100
0,5,9800,766,10379,8800,739,9361,600,18483,7400,735,7967,13,591,15683,7600
0,9,13500,1247,12743,12200,1287,11544,929,23295,11800,1210,10974,2,908,22545,10600
0,4,14800,861,14627,14200,835,13990,864,28443,11900,801,11728,-26,812,23825,6900
0,3,15300,1650,13973,14100,1682,12739,1514,29893,13800,1732,12266,6,1529,29200,6600
0,9,14600,1048,15192,13600,1097,14445,539,27093,12100,1072,12764,-3,547,24064,11600
0,10,13500,922,13771,12200,1094,12844,422,25164,11200,979,11739,-39,431,23139,14800
0,1,12800,839,12650,12300,672,12467,552,25460,10300,757,10328,5,556,21435,2300
0,10,13700,1034,11708,13000,1055,10828,1729,24562,11300,1134,9385,-9,1837,21079,15000
0,2,11700,1150,12271,12000,1173,12532,1102,24581,10200,1150,10808,-24,1112,21125,3800
0,4,19200,867,17825,18800,904,17401,781,32767,15700,836,14441,-14,810,30214,6800
0,5,13600,4152,13807,12100,4552,12352,952,24727,10900,4786,11556,-14,1022,22539,6000
0,4,18100,862,18075,16800,871,16720,877,32767,16000,857,15953,9,866,31316,5200
0,9,9300,735,11487,8100,751,10167,1525,18620,7700,745,9805,-11,1552,17831,12500
0,9,15200,1048,15192,14700,1097,14445,568,29397,12800,1072,12764,23,577,25547,11600
0,2,17000,691,14952,16000,672,14082,1200,29754,15100,707,12874,-9,1210,27835,6100
0,5,17900,845,17196,16600,808,15944,327,32568,15500,901,15131,-11,245,30570,6500
0,3,16100,481,15457,14600,468,14027,312,29250,13800,481,13173,19,360,27556,5300
0,8,16100,680,16214,14900,649,14961,570,29991,14000,673,14268,29,566,28112,14600
0,4,10100,618,10299,9000,643,9338,333,17808,7800,563,7840,-36,350,15275,7600
0,4,16900,873,17350,15900,855,16163,260,31739,15100,864,15344,10,335,30218,8000
0,2,14600,691,14952,13700,672,14082,612,27000,12600,707,12874,-3,652,24681,6100
0,4,12600,688,11647,11900,645,10929,1050,22620,11200,627,10237,7,1031,21206,6900
0,9,14600,1048,15192,14300,1097,14445,464,28914,12400,1072,12764,2,485,25064,11600
0,2,14800,749,14689,13600,895,13832,743,26639,12100,800,12236,17,685,23668,5000
0,3,14900,400,15178,13500,409,13718,779,28670,12700,403,12934,-13,779,27070,5500
0,3,8600,1082,10537,7700,1069,9488,1083,16570,6200,1091,8358,0,1102,13793,5700
0,2,14700,1319,13746,13500,1411,12482,600,26650,12500,1386,11629,11,585,24660,4200
0,0,17900,717,16560,16700,715,15360,1210,31056,16300,706,14980,-14,1214,30281,1000
0,6,15000,766,15086,13600,755,13760,220,27137,12900,835,12907,-33,202,25722,12400
0,4,12700,956,13350,12500,836,13428,804,26400,10400,911,11276,-11,810,22135,7300
0,10,12000,786,12556,10900,779,11409,939,22102,9600,779,9955,23,933,19458,18100
0,6,10100,791,11008,9300,771,10220,404,19079,7500,774,8398,20,416,15375,9000
0,5,15300,1150,14825,14500,1165,14107,260,28697,11800,1094,11564,-15,281,23477,6700
0,0,17600,1578,15108,16200,1480,14025,1454,30479,14500,1527,12175,-33,1508,27000,2200
0,7,13300,1183,11106,13100,1177,10900,2095,23345,10900,1123,8620,2,2125,18895,11700
0,2,19800,1975,18927,18800,1916,18092,1227,32767,18100,1804,17870,23,1256,32767,5000
0,4,15900,1182,15580,15600,1225,15090,379,31683,12500,1077,12271,-1,308,25379,6600
0,3,17600,1058,18714,16600,1072,17750,760,32767,16200,1088,17163,19,700,32054,4800
0,3,15000,800,15467,13500,799,14047,812,25933,12800,798,13193,8,806,24597,5400
0,9,10800,735,11487,9400,751,10167,431,19214,9100,745,9805,4,427,18589,12500
0,5,15500,1330,16454,14200,1295,15290,1335,27564,13800,1301,14907,10,1339,26710,12300
0,5,15700,845,17196,14600,808,15944,637,30291,13600,901,15131,-17,660,28331,6500
0,6,16000,970,12282,14800,946,11150,2625,26891,14600,978,10759,3,2670,26412,7200
0,5,11200,815,10557,12400,779,11649,945,25499,9800,637,9296,13,1066,20433,9200
0,10,13000,786,12556,12200,779,11409,866,23220,10400,779,9955,11,858,19675,18100
0,4,7000,1659,7181,10700,1579,10662,997,21352,7300,1627,7589,-5,1006,14847,6100
0,2,8600,429,8700,7200,440,7487,279,14454,5900,451,6095,3,266,11695,4900
0,5,17400,845,17196,16300,808,15944,954,32612,15700,901,15131,24,897,31635,6500
0,4,17900,862,18075,16500,871,16720,364,32767,15700,857,15953,27,341,31162,5200
0,4,10400,462,11270,9200,494,10085,660,19622,8800,536,9747,-13,681,18902,7800
0,7,7400,1121,6895,8500,1264,9798,514,17606,6700,1147,7494,25,368,13789,9700
0,2,10200,719,10815,8400,724,9075,806,18597,7400,754,8098,-13,818,16547,5600
0,9,14900,884,14784,13500,882,13607,200,26970,12200,868,12204,-3,212,24212,11200
0,2,13500,601,14369,12300,569,13144,991,24466,10900,573,11826,38,1027,21602,5400
0,4,11200,462,11270,10000,494,10085,472,20231,9600,536,9747,29,447,19456,7800
0,3,14100,1034,13239,13100,1061,12161,639,26831,12700,1059,11742,8,631,26006,6300
0,0,19200,712,19555,18000,653,18455,1179,32767,17000,685,17505,15,1168,32767,1600
0,2,6700,1002,5506,9200,997,8821,1449,20062,6600,1004,6120,18,1487,14966,3400
0,2,10000,1457,11825,8500,1539,10540,1099,17370,7700,1631,10006,11,1095,15875,5000
0,7,17700,1135,18019,16700,1152,17028,1397,32767,16300,1257,16588,-2,1450,32767,8900
0,12,14700,1364,13515,14200,1286,12604,841,29112,11500,1218,11045,-2,808,23687,16600
0,6,15700,793,16512,14500,798,15018,1414,30493,14000,818,14309,12,1416,29404,7500
0,9,13400,1100,13359,12200,1096,12165,795,25183,10700,1112,11091,25,791,22208,15500
0,11,12800,911,12529,12000,866,11637,497,23231,11300,944,11042,-15,487,21737,18000
0,1,11800,591,11414,10400,577,10050,839,21772,9800,586,9444,19,854,20587,2900
0,4,15300,383,15292,13900,372,13912,1004,26045,13100,395,13030,13,1010,24431,5900
0,3,10800,577,11342,9600,711,10600,1800,22212,9300,627,9868,11,1820,21583,5500
0,5,11000,790,10416,9700,809,9129,264,19197,9300,815,8828,4,247,18531,6000
0,2,12700,872,10474,12200,979,9634,1181,22468,10100,781,7913,-34,1064,18327,4000
0,8,16200,1218,14796,14500,1206,13412,710,28472,13800,1319,12686,23,743,27072,9100
0,4,11500,731,12082,10100,731,10679,533,20045,9700,734,10347,-13,545,19404,6200
0,6,16500,1293,17450,15500,1349,16426,1108,30629,14900,1364,15766,16,1077,29547,10300
0,10,15200,910,15845,14400,962,14725,1029,29941,13700,1058,14092,-2,1014,28397,13400
0,4,15000,1916,14081,13400,1890,12598,412,26104,12600,1821,11852,-38,429,24529,8600
0,4,13700,1158,11479,13100,1081,11046,650,25195,11000,1101,8942,-4,639,21035,7500
0,5,16700,765,16216,15800,774,15242,595,31112,15000,779,14473,-31,575,29641,10200
0,6,13000,967,14580,13100,824,13904,206,26347,11500,927,12717,-16,231,23043,9300
0,5,11400,815,10557,12600,779,11649,864,25660,10100,637,9296,21,966,20516,9200
0,4,13800,751,14201,12300,771,12672,362,25137,11700,769,12094,-11,379,23991,6500
0,7,12400,1375,12528,11000,1396,11107,337,21979,10400,1416,10479,16,368,20818,9900
0,2,6700,1002,5506,9200,997,8821,1449,20062,6600,1004,6120,18,1487,14966,3400
0,5,15600,1330,16454,14300,1295,15290,2504,26087,14200,1301,14907,9,2545,25808,12300
0,2,13400,781,14319,12400,812,13537,708,25170,11200,777,11887,18,620,22612,3800
0,10,12800,786,12556,11700,779,11409,533,22270,10600,779,9955,-6,516,20070,18100
0,8,14200,1218,14796,12700,1206,13412,533,25662,12100,1319,12686,-6,564,24660,9100
0,5,17100,698,17246,16000,704,16164,368,32064,15400,726,15359,15,335,30756,7900
0,7,8000,898,8599,9800,652,10164,354,20029,8000,622,8468,-1,472,16522,11000
0,5,10900,766,10379,10000,739,9361,1020,20354,8400,735,7967,29,1020,17312,7600
0,7,14800,456,14651,13500,430,13324,781,27093,12500,441,12450,22,791,25133,14600
0,7,17700,1135,18019,16800,1152,17028,431,32767,16300,1257,16588,3,400,32341,8900
0,5,18200,731,16815,16700,719,15493,750,31758,15800,749,14607,-6,750,29958,6600
0,3,17000,741,16725,16000,740,15545,539,31610,15800,763,14846,0,587,31012,4800
0,7,14900,704,14485,14900,735,14206,383,29416,11400,683,11049,-19,383,22366,10500
0,2,12900,648,13670,11400,668,12261,291,23341,10700,601,11305,-20,302,21952,3900
0,5,17000,502,16978,15900,444,15824,608,31350,14900,487,14952,22,635,29335,9800
0,7,17100,1135,18019,16200,1152,17028,612,32767,15800,1257,16588,-32,600,32625,8900
0,3,17000,1334,18500,16200,1373,17542,1914,32767,15800,1432,17068,20,1939,32381,7900
0,9,14700,1048,15192,14400,1097,14445,320,28637,12400,1072,12764,30,316,24712,11600
0,1,17700,826,15522,16200,826,14271,1662,28712,15300,806,13267,-21,1706,26843,4400
0,3,20300,805,19596,19300,810,18589,352,32767,18700,808,18072,0,337,32767,6500
0,7,5900,898,8599,8700,652,10164,1041,19074,6500,622,8468,-17,1089,14877,11000
0,8,15300,1218,14796,13800,1206,13412,793,27772,13100,1319,12686,23,727,26268,9100
0,2,6800,1483,5705,10300,1728,8688,635,19435,7700,1614,6218,0,612,14329,3500
0,5,15800,534,14165,14500,522,12870,1302,28810,13800,506,12308,23,1239,27539,8100
0,0,17000,1325,18175,15900,1320,17037,3897,28035,15300,1319,16450,7,3906,26835,800
0,4,17800,699,17271,16700,757,16015,1204,32767,16500,830,15405,21,1277,32767,6300
0,9,13300,1770,12992,12800,1815,12576,1533,25345,10300,1823,10280,7,1593,20435,12200
0,2,11600,452,12176,10300,495,10980,587,21379,9800,475,10420,9,570,20404,4400
0,2,12300,592,12873,11100,591,11766,268,22718,10400,588,10967,-42,231,21214,5800
0,2,13000,872,10474,12600,979,9634,1393,22764,10200,781,7913,-25,1335,18256,4000
0,10,12100,786,12556,10900,779,11409,718,22256,9700,779,9955,-26,727,19777,18100
0,7,11400,552,11286,10200,546,10207,697,21164,8800,516,8763,3,666,18245,13000
0,11,13400,594,12743,11900,587,11256,770,23870,11300,585,10648,29,743,22764,14900
0,7,13000,775,13429,12300,803,12525,606,24631,11000,780,11515,11,577,22031,9200
0,5,16300,731,16815,14900,719,15493,558,29950,14100,749,14607,14,556,28231,6600
0,7,19400,1265,17788,18300,1266,16634,489,32767,17800,1243,16065,4,464,32767,9100
0,11,11700,1139,11826,10400,1181,10546,560,21018,10100,1198,10230,15,524,20354,14000
0,5,16900,1330,16454,15600,1295,15290,1962,28620,15000,1301,14907,2,1943,27460,12300
0,4,11500,688,11647,10500,645,10929,1345,21054,10100,627,10237,26,1314,20214,6900
0,12,13500,1364,13515,12400,1286,12604,1120,23462,11400,1218,11045,8,1122,21364,16600
0,5,15300,1024,14384,14900,1011,13605,1414,26852,13400,1073,12424,-10,1393,23877,6300
0,3,14300,576,14533,13500,633,13477,229,26837,12200,569,12435,7,177,24356,5900
0,7,12900,920,12856,11400,922,11696,139,22739,10100,928,10122,3,131,20189,12800
